user_id,registration_date,registration_country,purchase_count,purchase_count_delivery,purchase_count_takeaway,first_purchase_day,last_purchase_day,breakfast_purchases,lunch_purchases,evening_purchases,dinner_purchases,late_night_purchases,total_purchases_eur,distinct_purchase_venue_count,min_purchase_value_eur,max_purchase_value_eur,avg_purchase_value_eur,preferred_device,ios_purchases,web_purchases,android_purchases,preferred_restaurant_types,user_has_valid_payment_method,most_common_hour_of_the_day_to_purchase,most_common_weekday_to_purchase,avg_days_between_purchases,median_days_between_purchases,average_delivery_distance_kms,purchase_count_by_store_type
14551,2019-09-20,DNK,1,1.0,0.0,2020-08-06,2020-08-06,0.0,0.0,0.0,1.0,0.0,32.384,1.0,32.448,32.512,32.384,ios,1.0,0.0,0.0,['not mentioned'],1,0.0,2.0,75.0,21.0,10.673,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14552,2019-09-20,FIN,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,18.216,1.0,18.252,18.288,18.216,android,0.0,0.0,1.0,['not mentioned'],0,4.0,3.0,75.0,21.0,7.642,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14553,2019-09-20,DNK,6,6.0,0.0,2019-09-20,2020-09-05,0.0,0.0,0.0,6.0,0.0,173.052,3.0,18.252,46.736,29.348,ios,6.0,0.0,0.0,['italian'],1,10.0,3.0,70.0,22.0,7.618,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 3}"
14555,2019-09-20,DNK,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,18.216,1.0,18.252,18.288,18.216,ios,1.0,0.0,0.0,['not mentioned'],1,23.0,2.0,70.0,22.0,5.218,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14557,2019-09-20,FIN,11,11.0,0.0,2019-11-09,2020-10-16,0.0,9.0,0.0,2.0,0.0,403.788,5.0,22.308,51.816,36.432,android,0.0,0.0,11.0,['not mentioned'],1,4.0,4.0,34.0,16.0,10.0,"{'Generalmerchandise': 1, 'Grocery': 5, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 0}"
14558,2019-09-20,DNK,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,38.456,1.0,38.532,38.608,38.456,web,0.0,1.0,0.0,['not mentioned'],1,21.0,4.0,34.0,16.0,6.928,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14559,2019-09-20,DNK,5,1.0,4.0,2019-09-20,2019-11-08,0.0,0.0,0.0,5.0,0.0,81.972,2.0,13.182,20.32,16.192,ios,5.0,0.0,0.0,['not mentioned'],1,19.0,4.0,12.0,12.0,11.024,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 0}"
14560,2019-09-20,GRC,5,5.0,0.0,2019-09-20,2020-02-05,0.0,1.0,1.0,3.0,0.0,43.516,4.0,6.084,13.208,9.108,android,0.0,0.0,5.0,['not mentioned'],1,5.0,2.0,35.0,33.0,1.48,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 0}"
14561,2019-09-20,DNK,79,79.0,0.0,2019-09-20,2020-10-30,0.0,9.0,1.0,69.0,0.0,2972.244,7.0,26.364,66.04,37.444,android,0.0,0.0,79.0,['not mentioned'],0,1.0,1.0,5.0,3.0,9.198,"{'Generalmerchandise': 0, 'Grocery': 39, 'Petsupplies': 1, 'Restaurant': 39, 'Retailstore': 0}"
14563,2019-09-20,FIN,3,3.0,0.0,2019-09-20,2019-11-23,0.0,1.0,0.0,2.0,0.0,63.756,1.0,16.224,30.48,21.252,ios,3.0,0.0,0.0,['american'],1,15.0,7.0,32.0,32.0,5.952,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14564,2019-09-20,DNK,5,5.0,0.0,2019-09-20,2020-10-25,0.0,0.0,0.0,5.0,0.0,251.988,4.0,23.322,78.232,50.6,ios,5.0,0.0,0.0,['not mentioned'],1,4.0,6.0,100.0,82.0,5.712,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 0}"
14565,2019-09-20,FIN,3,3.0,0.0,2019-10-11,2020-09-04,0.0,0.0,2.0,1.0,0.0,67.804,3.0,20.28,24.384,22.264,ios,3.0,0.0,0.0,['not mentioned'],0,14.0,3.0,165.0,165.0,7.109,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14567,2019-09-20,FIN,2,2.0,0.0,2019-09-20,2020-05-15,0.0,0.0,0.0,2.0,0.0,82.984,2.0,36.504,46.736,41.492,android,0.0,0.0,2.0,['middleeastern'],0,18.0,7.0,238.0,238.0,10.704,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14568,2019-09-20,DNK,8,8.0,0.0,2019-09-20,2020-10-21,0.0,0.0,0.0,8.0,0.0,498.916,5.0,39.546,108.712,62.744,web,5.0,3.0,0.0,['american'],1,4.0,6.0,57.0,27.0,5.789,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 4}"
14569,2019-09-20,FIN,12,12.0,0.0,2019-09-27,2020-09-20,0.0,5.0,0.0,6.0,0.0,253.0,4.0,17.238,29.464,21.252,android,0.0,0.0,12.0,['not mentioned'],0,15.0,4.0,33.0,21.0,7.342,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 6, 'Retailstore': 6}"
14571,2019-09-20,FIN,16,16.0,0.0,2019-09-28,2020-10-23,0.0,10.0,0.0,6.0,0.0,372.416,4.0,13.182,29.464,23.276,ios,16.0,0.0,0.0,['not mentioned'],1,13.0,4.0,26.0,12.0,6.343,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 8, 'Retailstore': 8}"
14572,2019-09-20,FIN,1,1.0,0.0,2020-04-19,2020-04-19,0.0,1.0,0.0,0.0,0.0,26.312,1.0,26.364,26.416,26.312,android,0.0,0.0,1.0,['not mentioned'],1,2.0,7.0,26.0,12.0,3.009,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14573,2019-09-20,DNK,2,2.0,0.0,2019-10-26,2020-02-14,0.0,0.0,0.0,2.0,0.0,104.236,1.0,39.546,65.024,52.624,ios,2.0,0.0,0.0,['not mentioned'],0,14.0,6.0,111.0,111.0,7.842,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14574,2019-09-20,DNK,2,2.0,0.0,2019-09-20,2019-09-26,0.0,0.0,0.0,2.0,0.0,40.48,1.0,20.28,20.32,20.24,ios,2.0,0.0,0.0,['not mentioned'],0,0.0,1.0,6.0,6.0,5.012,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14576,2019-09-20,DNK,72,72.0,0.0,2019-09-20,2020-10-24,1.0,40.0,2.0,29.0,0.0,2049.3,22.0,15.21,55.88,28.336,web,42.0,30.0,0.0,['indian'],1,4.0,6.0,6.0,4.0,6.476,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 36, 'Retailstore': 36}"
14577,2019-09-20,FIN,8,8.0,0.0,2020-09-16,2020-10-18,1.0,3.0,0.0,3.0,0.0,185.196,5.0,16.224,51.816,23.276,android,8.0,0.0,0.0,['italian'],1,13.0,1.0,5.0,1.0,7.329,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 4}"
14580,2019-09-20,FIN,3,3.0,0.0,2019-10-17,2020-10-20,0.0,1.0,0.0,2.0,0.0,60.72,3.0,14.196,24.384,20.24,ios,3.0,0.0,0.0,['not mentioned'],0,6.0,4.0,185.0,185.0,3.843,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14581,2019-09-20,FIN,3,1.0,2.0,2019-09-20,2020-08-18,0.0,1.0,0.0,2.0,0.0,37.444,2.0,10.14,14.224,12.144,web,1.0,2.0,0.0,['middleeastern'],1,4.0,2.0,167.0,167.0,10.355,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14582,2019-09-20,FIN,6,3.0,3.0,2019-09-21,2020-10-22,0.0,1.0,0.0,5.0,0.0,109.296,3.0,11.154,23.368,18.216,android,0.0,0.0,6.0,['indian'],0,0.0,3.0,79.0,61.0,4.411,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 3}"
14583,2019-09-20,FIN,1,1.0,0.0,2019-11-01,2019-11-01,0.0,1.0,0.0,0.0,0.0,52.624,1.0,52.728,52.832,52.624,ios,1.0,0.0,0.0,['not mentioned'],0,3.0,2.0,79.0,61.0,8.563,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14584,2019-09-20,FIN,46,43.0,3.0,2019-09-20,2020-10-23,0.0,2.0,3.0,41.0,0.0,1756.832,11.0,13.182,64.008,38.456,web,40.0,6.0,0.0,"['vietnamese', 'american', 'italian', 'thai', 'mexican']",1,14.0,1.0,9.0,6.0,2.563,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 23, 'Retailstore': 23}"
14585,2019-09-20,DNK,2,2.0,0.0,2020-06-14,2020-07-30,0.0,0.0,0.0,2.0,0.0,49.588,2.0,24.336,25.4,24.288,web,2.0,0.0,0.0,['not mentioned'],0,15.0,2.0,46.0,46.0,1.054,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14588,2019-09-20,DNK,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,49.588,1.0,49.686,49.784,49.588,ios,1.0,0.0,0.0,['american'],0,19.0,7.0,46.0,46.0,8.011,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14589,2019-09-20,GRC,2,2.0,0.0,2019-12-12,2020-01-05,1.0,0.0,1.0,0.0,0.0,31.372,2.0,13.182,18.288,15.18,ios,2.0,0.0,0.0,['not mentioned'],1,6.0,6.0,24.0,24.0,11.828,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14591,2019-09-20,DNK,9,9.0,0.0,2019-09-20,2020-10-11,0.0,2.0,0.0,7.0,0.0,389.62,4.0,16.224,67.056,43.516,ios,3.0,6.0,0.0,['not mentioned'],1,14.0,3.0,48.0,11.0,0.918,"{'Generalmerchandise': 1, 'Grocery': 4, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
14592,2019-09-20,DNK,6,6.0,0.0,2020-02-09,2020-03-26,0.0,0.0,0.0,6.0,0.0,176.088,4.0,16.224,40.64,29.348,web,0.0,5.0,1.0,['not mentioned'],1,11.0,7.0,9.0,7.0,2.945,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 3}"
14594,2019-09-20,FIN,8,8.0,0.0,2019-09-20,2020-10-22,1.0,1.0,0.0,6.0,0.0,274.252,5.0,20.28,54.864,34.408,ios,8.0,0.0,0.0,['american'],1,20.0,5.0,57.0,14.0,6.047,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 4}"
14596,2019-09-20,DNK,4,4.0,0.0,2020-02-07,2020-05-24,0.0,0.0,1.0,3.0,0.0,112.332,2.0,11.154,38.608,28.336,ios,4.0,0.0,0.0,['not mentioned'],0,21.0,4.0,36.0,30.0,3.976,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
14598,2019-09-20,FIN,2,2.0,0.0,2019-09-20,2020-04-03,0.0,0.0,0.0,2.0,0.0,43.516,2.0,18.252,25.4,21.252,web,0.0,2.0,0.0,['not mentioned'],1,8.0,7.0,196.0,196.0,5.576,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14600,2019-09-20,GRC,18,18.0,0.0,2019-09-20,2020-03-14,0.0,6.0,3.0,9.0,0.0,251.988,10.0,6.084,25.4,14.168,ios,18.0,0.0,0.0,['not mentioned'],1,12.0,7.0,10.0,5.0,5.891,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 9, 'Retailstore': 9}"
14601,2019-09-20,DNK,1,1.0,0.0,2020-10-22,2020-10-22,0.0,0.0,0.0,1.0,0.0,11.132,1.0,11.154,11.176,11.132,android,0.0,0.0,1.0,['not mentioned'],0,16.0,4.0,10.0,5.0,8.437,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14604,2019-09-20,DNK,2,2.0,0.0,2019-09-20,2019-10-13,0.0,0.0,0.0,2.0,0.0,47.564,2.0,18.252,29.464,23.276,ios,2.0,0.0,0.0,['not mentioned'],0,10.0,7.0,23.0,23.0,3.89,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14605,2019-09-20,DNK,10,10.0,0.0,2019-09-20,2020-09-20,0.0,6.0,0.0,4.0,0.0,259.072,5.0,15.21,50.8,26.312,web,0.0,10.0,0.0,['not mentioned'],1,14.0,4.0,41.0,18.0,1.613,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 5}"
14606,2019-09-20,DNK,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,32.384,1.0,32.448,32.512,32.384,ios,1.0,0.0,0.0,['not mentioned'],0,10.0,5.0,41.0,18.0,2.68,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14607,2019-09-20,DNK,1,0.0,1.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,53.636,1.0,53.742,53.848,53.636,ios,1.0,0.0,0.0,['not mentioned'],1,21.0,1.0,41.0,18.0,6.515,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14609,2019-09-20,FIN,4,1.0,3.0,2020-02-16,2020-05-08,0.0,3.0,0.0,1.0,0.0,108.284,3.0,14.196,35.56,27.324,android,0.0,0.0,4.0,['not mentioned'],0,2.0,5.0,27.0,19.0,8.884,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
14610,2019-09-20,FIN,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,18.216,1.0,18.252,18.288,18.216,ios,1.0,0.0,0.0,['not mentioned'],1,7.0,2.0,27.0,19.0,8.765,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14611,2019-09-20,FIN,3,3.0,0.0,2020-07-23,2020-10-30,0.0,2.0,0.0,1.0,0.0,99.176,3.0,23.322,37.592,33.396,ios,3.0,0.0,0.0,['not mentioned'],0,9.0,1.0,50.0,50.0,8.976,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14613,2019-09-20,DNK,4,4.0,0.0,2020-03-10,2020-10-27,0.0,0.0,0.0,4.0,0.0,101.2,2.0,18.252,41.656,25.3,ios,4.0,0.0,0.0,['not mentioned'],0,0.0,4.0,77.0,98.0,0.315,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
14615,2019-09-20,FIN,10,7.0,3.0,2019-09-20,2020-07-27,1.0,2.0,0.0,7.0,0.0,326.876,6.0,22.308,52.832,32.384,ios,10.0,0.0,0.0,['not mentioned'],1,21.0,5.0,35.0,4.0,10.903,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 5}"
14617,2019-09-20,DNK,2,2.0,0.0,2019-09-20,2020-05-10,0.0,1.0,0.0,1.0,0.0,138.644,2.0,47.658,90.424,68.816,web,0.0,2.0,0.0,['not mentioned'],1,21.0,2.0,233.0,233.0,3.138,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14618,2019-09-20,FIN,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,29.348,1.0,29.406,29.464,29.348,android,0.0,0.0,1.0,['not mentioned'],0,19.0,2.0,233.0,233.0,1.602,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14619,2019-09-20,GRC,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,9.108,1.0,9.126,9.144,9.108,android,0.0,0.0,1.0,['not mentioned'],0,21.0,7.0,233.0,233.0,8.062,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14620,2019-09-20,GRC,15,15.0,0.0,2020-05-03,2020-10-26,0.0,1.0,7.0,7.0,0.0,188.232,12.0,7.098,20.32,12.144,android,0.0,0.0,15.0,['not mentioned'],1,8.0,6.0,13.0,11.0,7.161,"{'Generalmerchandise': 1, 'Grocery': 7, 'Petsupplies': 0, 'Restaurant': 7, 'Retailstore': 0}"
14622,2019-09-20,FIN,3,3.0,0.0,2020-09-11,2020-10-06,0.0,1.0,0.0,2.0,0.0,85.008,3.0,26.364,32.512,28.336,ios,2.0,1.0,0.0,['not mentioned'],0,18.0,7.0,13.0,13.0,2.655,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14625,2019-09-20,DNK,2,2.0,0.0,2019-09-20,2019-11-24,0.0,1.0,0.0,1.0,0.0,115.368,2.0,52.728,64.008,57.684,web,0.0,2.0,0.0,['not mentioned'],1,12.0,5.0,65.0,65.0,6.654,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14626,2019-09-20,DNK,1,1.0,0.0,2020-05-01,2020-05-01,0.0,1.0,0.0,0.0,0.0,35.42,1.0,35.49,35.56,35.42,android,0.0,0.0,1.0,['not mentioned'],0,6.0,3.0,65.0,65.0,10.142,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14629,2019-09-20,FIN,18,18.0,0.0,2019-09-20,2020-10-16,0.0,4.0,0.0,14.0,0.0,570.768,6.0,19.266,39.624,31.372,ios,18.0,0.0,0.0,['italian'],1,17.0,2.0,23.0,21.0,11.702,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 9, 'Retailstore': 9}"
14630,2019-09-20,DNK,20,18.0,2.0,2019-09-20,2020-10-25,0.0,7.0,0.0,13.0,0.0,719.532,8.0,20.28,74.168,36.432,android,0.0,0.0,20.0,"['japanese', 'indian']",0,15.0,1.0,21.0,11.0,11.574,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 10, 'Retailstore': 10}"
14632,2019-09-20,DNK,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,36.432,1.0,36.504,36.576,36.432,web,0.0,1.0,0.0,['not mentioned'],1,10.0,3.0,21.0,11.0,7.908,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14634,2019-09-20,FIN,2,2.0,0.0,2019-09-20,2019-12-27,0.0,1.0,0.0,1.0,0.0,78.936,2.0,29.406,49.784,39.468,ios,2.0,0.0,0.0,['not mentioned'],1,22.0,2.0,98.0,98.0,1.81,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14636,2019-09-20,DNK,6,6.0,0.0,2020-02-16,2020-10-24,0.0,1.0,0.0,5.0,0.0,191.268,3.0,27.378,42.672,31.372,web,0.0,6.0,0.0,['not mentioned'],1,13.0,2.0,50.0,17.0,4.273,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 3}"
14638,2019-09-20,DNK,3,3.0,0.0,2019-09-20,2020-04-13,0.0,1.0,0.0,2.0,0.0,135.608,1.0,26.364,82.296,45.54,ios,3.0,0.0,0.0,['not mentioned'],0,11.0,4.0,103.0,103.0,1.742,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14640,2019-09-20,GRC,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,18.216,1.0,18.252,18.288,18.216,ios,1.0,0.0,0.0,['not mentioned'],1,6.0,7.0,103.0,103.0,9.53,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14641,2019-09-20,FIN,5,5.0,0.0,2019-09-20,2020-10-19,0.0,1.0,2.0,2.0,0.0,136.62,5.0,17.238,36.576,27.324,ios,5.0,0.0,0.0,['american'],0,10.0,7.0,99.0,112.0,0.749,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 0}"
14643,2019-09-20,DNK,21,21.0,0.0,2019-09-20,2020-10-15,0.0,3.0,0.0,18.0,0.0,646.668,15.0,15.21,77.216,30.36,ios,21.0,0.0,0.0,"['american', 'vietnamese', 'mexican', 'italian']",1,1.0,1.0,20.0,11.0,0.375,"{'Generalmerchandise': 1, 'Grocery': 10, 'Petsupplies': 0, 'Restaurant': 10, 'Retailstore': 0}"
14644,2019-09-20,DNK,3,3.0,0.0,2019-09-20,2020-09-26,0.0,0.0,0.0,3.0,0.0,124.476,2.0,18.252,64.008,41.492,ios,2.0,1.0,0.0,['not mentioned'],1,13.0,1.0,186.0,186.0,3.437,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14645,2019-09-20,DNK,1,1.0,0.0,2019-10-05,2019-10-05,0.0,1.0,0.0,0.0,0.0,46.552,1.0,46.644,46.736,46.552,android,0.0,0.0,1.0,['not mentioned'],0,16.0,6.0,186.0,186.0,11.218,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14646,2019-09-20,DNK,6,6.0,0.0,2019-09-20,2019-10-10,0.0,2.0,2.0,2.0,0.0,384.56,6.0,29.406,113.792,63.756,web,0.0,6.0,0.0,['mexican'],1,8.0,7.0,5.0,5.0,9.53,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 3}"
14648,2019-09-20,DNK,22,20.0,2.0,2019-09-20,2020-10-29,0.0,0.0,0.0,22.0,0.0,1048.432,12.0,12.168,132.08,47.564,ios,22.0,0.0,0.0,"['indian', 'american']",1,11.0,3.0,19.0,11.0,0.813,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 11, 'Retailstore': 11}"
14649,2019-09-20,DNK,2,2.0,0.0,2019-09-20,2019-11-08,0.0,0.0,0.0,2.0,0.0,99.176,2.0,42.588,55.88,49.588,web,0.0,2.0,0.0,['not mentioned'],1,5.0,1.0,49.0,49.0,7.6,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
14650,2019-09-20,FIN,1,1.0,0.0,2020-07-29,2020-07-29,0.0,0.0,1.0,0.0,0.0,15.18,1.0,15.21,15.24,15.18,ios,1.0,0.0,0.0,['not mentioned'],1,11.0,1.0,49.0,49.0,11.373,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14651,2019-09-20,DNK,3,3.0,0.0,2019-09-20,2019-12-14,0.0,0.0,0.0,3.0,0.0,171.028,3.0,45.63,78.232,56.672,web,1.0,2.0,0.0,['not mentioned'],1,10.0,3.0,43.0,43.0,3.165,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14652,2019-09-20,DNK,1,0.0,1.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,33.396,1.0,33.462,33.528,33.396,web,0.0,1.0,0.0,['not mentioned'],1,17.0,3.0,43.0,43.0,5.44,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14657,2019-09-20,DNK,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,51.612,1.0,51.714,51.816,51.612,web,0.0,1.0,0.0,['not mentioned'],1,9.0,1.0,43.0,43.0,7.14,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14658,2019-09-20,FIN,21,20.0,1.0,2019-09-20,2020-10-16,0.0,3.0,1.0,17.0,0.0,439.208,8.0,10.14,38.608,21.252,ios,21.0,0.0,0.0,['not mentioned'],1,0.0,4.0,20.0,5.0,0.125,"{'Generalmerchandise': 1, 'Grocery': 10, 'Petsupplies': 0, 'Restaurant': 10, 'Retailstore': 0}"
14659,2019-09-20,DNK,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,16.192,1.0,16.224,16.256,16.192,android,0.0,0.0,1.0,['not mentioned'],1,0.0,6.0,20.0,5.0,7.409,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
14660,2019-09-20,DNK,3,2.0,1.0,2019-12-27,2020-07-30,0.0,0.0,0.0,3.0,0.0,72.864,3.0,19.266,26.416,24.288,ios,3.0,0.0,0.0,['not mentioned'],0,20.0,2.0,108.0,108.0,0.516,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
14661,2019-09-20,FIN,1,1.0,0.0,2019-09-20,2019-09-20,0.0,0.0,0.0,1.0,0.0,26.312,1.0,26.364,26.416,26.312,ios,1.0,0.0,0.0,['not mentioned'],0,5.0,1.0,108.0,108.0,5.743,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
